Name,Nationality,Position_int,Position,Rating,Height,Weight,Preffered_Foot,Age,Work_Rate1,Work_Rate2,Weak_foot,Skill_Moves,Ball_Control,Dribbling,Marking,Sliding_Tackle,Standing_Tackle,Aggression,Reactions,Attacking_Position,Interceptions,Vision,Composure,Crossing,Short_Pass,Long_Pass,Acceleration,Speed,Stamina,Strength,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Long_Shots,Curve,Freekick_Accuracy,Penalties,Volleys,GK_Positioning,GK_Diving,GK_Kicking,GK_Handling,GK_Reflexes
Karim Bellarabi,Germany,6,RM,83,183,80,1,26,2,2,3,4,84,87,28,33,30,59,81,80,38,79,72,78,81,62,91,90,76,68,78,87,75,48,85,75,78,70,58,57,72,11,10,7,12,10
Raheem Sterling,England,6,RM,83,170,69,1,22,2,1,2,4,84,86,48,54,58,34,79,81,26,76,74,72,81,67,94,92,75,64,91,90,60,38,68,73,70,64,49,63,59,15,15,12,12,9
Julian Draxler,Germany,5,CAM,83,187,72,1,23,1,0,5,4,85,87,25,26,35,48,81,79,36,80,78,78,83,72,77,77,69,67,75,82,76,65,84,75,81,78,72,63,84,13,11,5,13,8
Roberto Firmino,Brazil,9,ST,83,181,76,1,25,2,2,4,4,83,87,30,42,64,64,81,84,37,83,76,72,83,76,79,79,86,76,81,82,81,73,79,82,80,80,67,72,78,6,8,9,11,10
Marcos Rojo,Argentina,2,CB,83,187,80,0,27,1,2,2,3,71,69,79,83,83,89,79,59,80,57,69,75,72,73,74,74,81,83,63,73,86,85,79,52,63,67,57,64,49,15,7,12,8,10
Kalidou Koulibaly,Senegal,2,CB,83,195,89,1,25,2,2,2,2,57,54,85,84,86,86,79,24,81,34,67,30,57,48,69,78,75,93,48,53,78,78,55,19,15,28,28,33,14,13,7,7,11,5
Danilo Pereira,Portugal,5,CDM,83,188,83,1,25,1,2,3,2,77,77,80,78,85,89,77,68,85,69,83,50,81,79,67,69,89,89,60,58,67,77,77,56,64,48,53,52,56,14,9,13,7,15
Timo Horn,Germany,0,GK,83,192,90,0,23,1,1,4,1,22,20,11,12,13,41,80,15,22,55,20,19,35,32,45,51,31,67,31,50,64,14,22,13,17,12,15,21,14,82,80,83,82,84
Casemiro,Brazil,5,CDM,83,184,80,1,25,1,2,3,2,77,69,79,85,86,87,78,66,84,72,73,52,80,82,59,62,85,82,57,66,87,74,86,59,75,59,74,66,53,12,13,16,14,12
Vitolo,Spain,4,LM,83,184,79,1,27,2,2,4,3,85,86,25,23,21,61,80,80,25,78,70,80,81,82,83,81,82,81,63,75,70,65,77,79,73,76,62,74,75,14,11,8,16,16
Anthony Lopes,Portugal,0,GK,83,184,81,0,26,1,1,2,1,21,15,13,13,15,35,85,17,25,52,55,19,32,31,60,64,33,65,62,65,85,16,20,18,18,15,14,16,13,77,86,80,79,87
Mattia Perin,Italy,0,GK,83,188,74,1,24,1,1,3,1,23,19,14,19,12,25,79,12,19,44,58,11,33,31,57,56,30,52,30,70,75,12,23,11,17,15,13,21,19,78,80,71,85,90
Joel Matip,Cameroon,2,CB,83,195,90,1,25,1,1,2,2,71,68,85,78,84,81,81,51,84,72,80,54,77,77,67,77,75,80,50,58,65,88,66,36,48,63,22,42,50,7,11,10,15,10
Juan Cuadrado,Colombia,6,RM,83,179,71,1,28,2,1,3,5,85,90,52,62,52,70,78,78,58,70,76,78,77,73,91,93,83,59,83,91,75,58,84,71,80,76,69,65,73,6,5,13,5,9
Iago Aspas,Spain,9,ST,83,176,67,0,29,2,2,3,3,84,85,20,18,21,63,86,85,36,68,69,69,80,67,86,80,72,59,77,88,68,78,79,84,82,83,76,74,86,12,12,9,16,13
Marc-AndrÃ© ter Stegen,Germany,0,GK,83,187,85,1,24,1,1,4,1,18,17,10,10,13,43,80,11,22,57,66,15,30,38,38,50,35,79,43,37,82,11,22,13,10,18,12,25,14,78,84,83,81,85
Mario GÃ¶tze,Germany,5,CM,82,176,75,1,24,1,1,4,4,90,88,16,23,43,48,84,82,66,82,85,77,85,79,73,68,60,67,84,86,62,49,68,74,66,80,73,65,87,6,14,12,7,10
Ander Herrera,Spain,5,CM,83,182,73,1,27,2,2,4,4,85,81,66,68,72,85,85,79,82,86,82,74,86,80,78,68,85,65,84,85,63,60,72,71,74,78,65,79,67,9,9,15,12,8
Javier Pastore,Argentina,5,CM,83,187,78,1,27,2,1,4,4,87,88,49,51,59,65,83,78,69,86,75,77,87,83,72,75,68,64,58,85,49,63,78,73,76,83,69,75,78,10,14,6,9,12
Chris Smalling,England,2,CB,83,193,90,1,27,1,2,3,2,61,59,81,81,84,82,83,48,82,49,80,52,66,63,76,77,79,87,48,60,75,85,42,50,35,49,22,52,54,15,10,16,15,15
Pedro,Spain,8,RW,83,167,62,1,29,2,1,5,4,85,84,30,31,32,56,83,84,49,74,72,78,83,70,86,80,80,56,82,84,67,55,71,81,73,81,57,66,70,15,5,12,11,9
Giacomo Bonaventura,Italy,5,CM,83,181,75,1,27,2,1,3,3,84,84,58,68,73,66,83,79,73,81,82,82,83,81,81,81,88,69,77,79,69,58,84,75,85,78,78,68,78,15,10,7,14,14
Roman BÃ¼rki,Switzerland,0,GK,83,187,85,1,26,1,1,2,1,23,16,14,16,13,35,80,10,18,50,58,15,37,24,44,52,36,74,52,51,74,17,22,8,14,13,12,20,13,80,83,73,82,85
Oscar,Brazil,5,CAM,83,179,67,1,25,1,2,3,4,84,82,37,47,50,31,81,81,34,83,79,70,83,80,78,77,76,36,80,86,66,54,76,75,77,77,77,68,63,12,12,15,10,12
Steven N'Zonzi,France,5,CDM,83,190,75,1,28,1,1,3,3,82,72,75,78,83,87,82,70,85,77,85,59,82,78,56,62,86,90,31,43,69,79,79,64,66,73,42,57,55,16,7,16,16,13
Aaron Ramsey,Wales,5,CM,83,183,76,1,26,2,2,3,3,84,81,62,67,72,74,82,83,72,80,80,75,85,80,69,69,90,69,75,77,65,58,81,73,75,70,70,75,79,10,6,5,11,8
Mateo Musacchio,Argentina,2,CB,83,182,75,1,26,1,1,3,2,73,43,85,86,84,81,81,50,85,64,70,55,78,70,75,70,72,81,59,73,83,81,57,48,53,53,45,57,36,6,5,12,11,12
Ã–mer Toprak,Turkey,2,CB,83,187,83,1,27,1,1,5,2,72,64,86,82,85,73,81,35,84,59,78,49,74,69,75,77,68,78,61,65,82,83,63,28,36,44,33,48,55,12,11,11,8,15
JosÃ© CallejÃ³n,Spain,8,RW,83,178,73,1,30,2,2,2,3,84,82,24,32,32,54,80,88,40,78,79,77,75,51,89,90,92,56,81,85,73,65,78,76,80,65,65,62,84,11,8,14,5,11
Adrien Silva,Portugal,5,CM,83,175,69,1,28,1,2,4,3,85,82,80,73,78,79,77,75,84,85,82,78,83,84,64,65,89,62,67,73,56,61,83,71,81,77,78,85,78,10,15,8,6,7
Azpilicueta,Spain,2,CB,83,178,75,1,27,1,1,3,3,77,70,87,87,88,76,88,64,85,68,66,79,80,74,79,79,88,74,73,75,75,73,68,46,60,66,58,66,54,6,13,10,9,5
Sebastian Giovinco,Italy,9,CF,83,164,59,1,30,2,1,4,4,87,86,23,28,23,73,81,83,26,85,88,72,78,70,90,86,75,48,93,93,53,37,78,81,80,86,86,75,70,3,6,6,3,3
Anthony Modeste,France,9,ST,83,187,84,1,28,1,1,3,3,78,73,25,19,31,83,84,85,26,62,79,62,70,55,75,79,68,86,61,68,84,86,81,86,72,66,56,77,87,6,10,11,11,8
Mario MandÅ¾ukiÄ‡,Croatia,9,ST,83,190,86,1,30,2,2,3,2,77,73,48,48,56,88,86,89,56,62,80,64,71,45,69,75,87,87,55,69,85,90,78,84,58,56,45,76,86,8,10,5,8,15
Adam Lallana,England,5,CM,83,172,73,1,28,2,2,5,4,86,85,60,62,68,74,78,77,68,83,80,74,86,78,76,74,89,67,76,83,73,67,72,79,72,77,66,70,72,8,6,14,15,11
Olivier Giroud,France,9,ST,83,192,88,0,30,1,1,3,2,82,72,26,20,37,76,83,84,41,75,78,63,77,56,60,58,79,88,52,59,82,88,84,84,76,70,65,81,82,6,12,11,15,5
Rui PatrÃ­cio,Portugal,0,GK,83,190,84,0,29,1,1,2,1,23,20,13,11,13,39,80,13,22,63,53,12,31,30,53,57,45,77,54,61,79,11,38,12,11,10,16,32,17,79,85,80,81,82
Yann Sommer,Switzerland,0,GK,83,183,79,1,28,1,1,4,1,25,15,11,12,19,38,80,15,21,58,57,13,40,31,48,54,45,68,58,55,69,10,23,13,12,12,13,24,8,80,81,83,82,83
Jonas,Brazil,9,ST,83,181,75,1,32,2,1,5,3,88,84,23,25,36,61,83,86,34,83,83,70,75,71,72,70,73,61,67,82,69,81,80,86,84,85,77,83,85,8,12,7,11,5
KÃ©vin Gameiro,France,9,ST,83,173,70,1,29,1,1,3,3,80,76,23,39,33,66,85,86,38,76,85,70,79,72,88,86,75,64,77,82,84,67,84,86,76,76,70,85,78,8,6,8,10,6
Claudio Bravo,Chile,0,GK,83,184,80,1,33,1,1,3,1,15,13,11,19,18,40,77,15,23,71,60,12,32,31,58,54,44,70,64,64,81,18,22,13,21,25,60,23,11,77,82,87,84,82
Åukasz Piszczek,Poland,3,RB,83,184,78,1,31,1,1,3,2,76,74,79,83,84,83,82,73,81,72,82,85,78,69,75,80,79,79,67,67,76,74,77,65,68,76,47,65,67,6,14,14,11,12
Jan Vertonghen,Belgium,2,CB,83,189,88,0,29,2,1,3,2,74,70,81,81,85,83,81,63,83,65,82,68,78,74,69,66,79,81,55,62,80,82,86,60,68,58,73,68,52,12,6,9,10,7
Asmir BegoviÄ‡,Bosnia Herzegovina,0,GK,83,200,83,1,29,1,1,2,1,24,16,13,12,11,42,79,11,21,31,62,14,26,32,52,58,36,80,41,53,38,12,28,12,12,17,15,40,12,80,83,74,81,84
Naldo,Brazil,2,CB,83,198,91,1,34,2,1,4,2,68,60,82,85,86,73,82,53,84,59,84,45,73,70,67,73,62,83,42,53,43,93,92,57,82,52,76,60,60,8,14,14,10,14
Daniel Sturridge,England,9,ST,83,180,76,0,27,1,0,2,4,81,82,15,12,24,60,81,84,22,74,81,62,75,62,80,82,70,71,64,78,74,73,83,84,83,62,68,75,76,5,7,9,15,13
JosÃ© Fonte,Portugal,2,CB,83,187,81,1,33,1,2,3,2,64,59,84,82,85,84,85,40,85,55,62,36,63,54,55,54,69,83,56,62,73,77,29,40,29,33,32,43,34,10,7,16,11,6
Ezequiel Garay,Argentina,2,CB,83,188,77,1,30,1,1,3,2,73,62,84,82,85,74,77,49,84,63,79,62,69,72,50,54,75,85,38,57,71,85,80,58,68,55,74,69,49,13,14,13,6,14
Samir Nasri,France,4,LM,83,175,75,1,29,2,1,5,4,87,85,35,44,37,33,77,79,37,83,82,80,86,76,79,78,75,62,92,85,50,42,74,77,80,77,79,77,72,1,1,1,1,1
Gary Cahill,England,2,CB,83,193,86,1,31,1,1,3,2,63,58,83,84,85,78,84,45,83,56,77,28,65,61,69,66,68,78,51,62,82,86,63,56,66,48,27,53,47,5,5,9,12,12
Ashley Williams,Wales,2,CB,83,182,91,1,32,1,2,4,2,69,57,81,80,85,83,81,28,83,53,80,32,72,74,68,72,73,86,59,58,86,79,64,37,40,34,23,45,34,7,7,16,10,10
Leighton Baines,England,1,LB,83,170,70,0,32,2,1,3,3,79,78,81,82,82,74,80,75,80,76,81,88,81,74,76,75,86,69,85,75,72,74,84,70,75,81,82,90,63,13,8,10,15,12
Kasper Schmeichel,Denmark,0,GK,83,185,76,1,30,1,1,3,1,24,12,14,13,14,33,78,14,20,59,41,18,21,18,62,60,35,62,47,62,60,16,36,12,14,13,15,26,15,80,83,86,80,85
Borja Valero,Spain,5,CAM,83,175,73,1,32,1,1,4,4,88,86,58,62,66,52,84,76,70,86,80,78,89,86,76,68,76,66,82,80,68,60,72,67,70,78,76,72,70,8,5,10,4,7
Hatem Ben Arfa,France,5,CAM,83,178,74,0,30,2,0,4,5,86,91,33,23,43,67,75,74,40,80,75,77,79,78,79,77,71,75,79,85,76,65,83,79,81,80,75,87,75,13,12,9,8,12
Joe Hart,England,0,GK,83,196,91,1,29,1,1,3,1,20,23,14,13,14,28,77,14,25,42,68,14,32,35,59,60,28,61,32,50,72,10,65,14,19,17,13,68,19,81,83,75,80,85
Juanfran,Spain,3,RB,83,180,72,1,32,2,1,3,3,79,77,83,80,84,78,82,68,78,72,64,83,75,66,78,87,89,74,62,75,68,55,68,54,53,80,59,66,49,15,11,10,14,7
Wesley Sneijder,Netherlands,5,CAM,83,170,72,1,32,1,0,5,3,85,83,32,37,41,65,76,74,45,85,83,83,86,83,72,73,63,57,85,83,27,32,87,72,84,88,85,76,80,11,9,13,5,12
Nani,Portugal,7,LW,83,175,66,1,30,2,1,4,5,86,87,15,20,22,62,80,77,31,80,79,82,81,79,86,79,75,62,77,92,46,46,85,75,83,86,79,72,75,6,5,13,10,6
Stephan Lichtsteiner,Switzerland,3,RB,83,182,74,1,33,2,2,3,2,75,76,78,82,82,84,80,68,82,62,80,82,77,71,79,83,88,75,79,75,75,72,74,50,70,68,66,66,62,3,4,2,3,2
Wayne Rooney,England,5,CAM,83,176,83,1,31,1,2,4,3,80,77,48,37,54,81,83,85,54,83,89,78,79,85,69,73,84,84,77,77,81,76,86,84,84,84,81,79,85,8,10,13,11,7
Daniele De Rossi,Italy,5,CDM,83,184,83,1,33,1,2,4,2,78,64,75,82,84,84,80,55,87,72,82,57,82,82,69,69,79,84,72,69,78,81,81,50,74,62,71,75,74,10,10,13,7,9
JosÃ© Reina,Spain,0,GK,83,188,92,1,34,1,1,3,1,23,10,12,24,22,32,82,13,22,65,60,11,19,22,50,63,34,72,60,50,73,13,24,14,15,11,11,24,11,82,80,82,83,82
Quaresma,Portugal,6,RM,83,175,67,1,33,2,1,4,5,87,89,10,13,17,62,78,75,24,80,79,88,79,75,85,83,68,54,84,89,63,41,83,70,83,92,78,74,80,5,12,10,14,15
Marco Asensio,Spain,5,CAM,82,178,70,0,21,1,1,3,4,85,82,30,41,45,45,78,72,45,83,78,80,86,81,81,78,74,62,76,79,58,50,67,75,78,84,76,62,76,12,13,6,9,10
Bernardo Silva,Portugal,6,RM,83,173,64,0,22,1,1,3,4,86,86,46,35,44,58,83,78,49,84,82,76,83,78,82,77,80,54,83,85,53,51,72,76,64,77,63,64,65,12,9,14,10,9
Islam Slimani,Algeria,9,ST,82,188,79,1,28,2,2,3,2,76,74,34,24,48,88,84,86,54,72,79,58,73,59,69,76,91,85,57,66,87,92,78,81,72,73,47,72,79,15,10,6,9,11
Jonathan Tah,Germany,2,CB,82,194,98,1,21,1,1,4,2,64,55,82,80,86,70,81,27,80,61,70,35,74,69,65,78,60,91,34,48,71,80,44,19,25,30,27,38,24,9,11,7,8,14
Anthony Martial,France,4,LM,82,184,76,1,21,2,0,4,4,84,88,35,38,39,59,81,80,42,70,80,73,75,58,92,91,80,80,85,85,80,70,84,82,72,76,54,71,74,15,9,8,8,11
Dele Alli,England,5,CAM,82,188,80,1,20,2,1,3,3,83,80,57,57,60,84,83,84,65,81,81,65,83,73,77,76,88,70,58,74,65,70,75,79,74,67,46,52,71,11,7,9,6,8
Ederson,Brazil,0,GK,82,188,83,0,23,1,1,2,1,30,21,9,8,15,27,85,16,25,60,31,20,15,25,64,62,38,69,40,50,50,14,42,14,18,12,20,17,18,78,81,82,76,87
Mohamed Salah,Egypt,8,RW,82,175,72,0,24,2,1,2,4,87,87,37,41,43,63,80,83,55,71,75,71,78,63,92,92,77,60,84,86,70,59,71,78,62,59,60,61,69,11,14,9,14,14
Sadio ManÃ©,Senegal,8,RW,82,175,75,1,24,2,1,3,4,82,85,33,38,33,71,78,82,29,77,76,72,76,72,94,92,83,72,85,88,75,53,76,81,66,74,64,71,66,7,10,15,10,14
Lucas VÃ¡zquez,Spain,8,RW,82,173,69,1,25,2,2,4,3,82,81,23,37,51,65,85,81,44,82,70,84,80,76,86,81,88,56,79,82,67,51,78,77,79,82,75,56,54,9,9,9,16,7
Franco VÃ¡zquez,Italy,5,CAM,82,186,82,0,28,1,2,3,3,89,88,33,37,40,80,81,74,54,84,85,73,83,74,62,67,74,78,48,71,54,68,74,77,83,82,68,67,79,9,14,13,15,7
Manu Trigueros,Spain,5,CM,82,178,71,1,25,1,1,4,4,84,81,53,58,73,68,81,77,69,83,73,69,86,82,75,73,81,63,71,79,83,76,81,71,80,78,69,65,63,7,9,12,14,8
Samuel Umtiti,France,2,CB,82,181,75,0,23,2,2,3,2,73,69,80,83,85,79,75,58,86,56,66,69,78,71,74,75,80,76,66,68,87,72,83,51,74,72,63,61,70,12,15,14,10,15
Stefan SaviÄ‡,Montenegro,2,CB,82,186,73,1,26,1,2,3,2,66,47,85,84,82,83,78,29,84,41,75,35,67,69,60,65,62,77,54,60,85,81,43,34,31,34,28,37,27,13,14,14,13,12
Roque Mesa,Spain,5,CDM,82,171,73,1,27,2,2,3,2,82,72,72,80,79,92,79,67,81,75,79,67,89,80,79,78,92,70,89,77,77,32,63,67,54,46,48,42,34,11,15,7,8,9
Loris Karius,Germany,0,GK,82,190,87,1,23,1,1,3,1,23,16,13,13,11,18,82,8,13,45,34,14,35,37,51,50,36,55,43,51,74,14,20,18,16,12,14,19,14,79,84,76,75,85
Alessandro Florenzi,Italy,3,RB,82,173,67,1,26,2,1,3,3,83,79,73,77,79,79,79,82,76,75,79,77,82,75,86,84,92,68,84,87,74,70,82,76,82,73,79,76,87,11,9,10,8,10
Virgil van Dijk,Netherlands,2,CB,82,193,92,1,25,2,1,3,2,71,69,82,81,85,76,74,41,83,59,87,53,74,76,74,76,72,92,51,57,81,76,81,55,64,60,70,62,45,11,13,13,10,11
Jack Butland,England,0,GK,82,196,95,1,24,1,1,3,1,26,21,16,11,13,32,73,16,27,31,59,11,36,40,51,45,35,59,55,55,61,12,29,16,13,12,14,42,12,79,81,73,83,85
Morata,Spain,9,ST,82,189,85,1,24,2,2,4,3,83,82,14,20,14,54,80,83,24,76,78,73,74,51,80,86,68,82,56,62,79,75,78,81,74,76,44,72,80,4,4,4,5,5
Lucas,Brazil,8,RW,82,172,72,1,24,1,1,3,4,84,88,39,48,43,67,75,78,50,73,79,75,77,74,95,91,69,56,85,93,71,50,79,72,71,69,74,75,70,7,9,14,10,14
Yevhen Konoplyanka,Ukraine,4,LM,82,178,78,1,27,1,1,4,4,85,86,21,31,38,48,76,75,37,79,77,79,81,78,89,88,66,58,78,81,66,49,77,80,84,83,80,75,67,9,5,15,11,9
Francesco Acerbi,Italy,2,CB,82,192,88,0,28,1,1,3,2,67,57,86,83,86,70,83,20,84,59,83,25,70,75,65,64,69,84,41,33,68,77,75,37,60,62,56,72,39,13,11,9,9,11
Nolito,Spain,7,LW,82,175,72,1,30,2,0,3,4,83,81,30,25,39,73,84,82,58,81,82,81,77,67,79,76,74,62,81,84,63,45,74,81,80,83,80,74,65,8,10,12,15,8
Granit Xhaka,Switzerland,5,CDM,82,185,82,0,24,1,1,4,3,80,70,71,68,75,90,83,77,76,86,73,68,85,89,48,54,79,76,62,55,40,62,88,49,85,68,70,59,50,7,7,11,8,13
Stefan de Vrij,Netherlands,2,CB,82,189,78,1,25,1,2,4,2,72,61,85,82,86,75,78,32,86,50,82,49,70,71,69,69,69,78,60,62,71,76,65,25,60,45,16,41,27,14,8,7,10,13
Jonathan Viera,Spain,5,CM,82,170,64,1,27,2,0,4,3,83,88,29,58,67,56,79,79,69,87,80,75,85,76,87,77,79,67,84,89,69,41,70,78,79,80,76,74,57,14,16,9,16,9
Pizzi,Portugal,5,CM,82,172,66,1,27,2,1,4,4,82,83,62,52,65,68,83,85,70,84,78,75,82,80,83,76,86,61,86,85,67,45,74,78,78,85,76,76,77,9,15,9,14,15
Serge Aurier,Ivory Coast,3,RB,82,176,76,1,24,2,2,3,3,79,76,78,83,82,81,82,74,78,71,75,80,78,71,84,85,87,84,78,76,93,77,78,65,58,69,30,66,50,16,7,15,10,9
Grzegorz Krychowiak,Poland,5,CDM,82,186,85,1,27,1,2,3,2,75,63,75,72,85,89,77,52,81,71,83,59,79,83,65,71,77,92,52,59,75,83,81,42,70,46,62,78,40,6,15,8,14,7
Kevin Kampl,Slovenia,5,CM,82,178,65,1,26,2,2,4,4,82,86,45,56,70,64,82,76,74,83,83,64,84,78,86,75,88,47,81,91,67,34,70,65,73,76,64,64,58,6,13,7,11,16
Dejan Lovren,Croatia,2,CB,82,188,84,1,27,2,2,4,2,67,64,80,86,85,87,75,21,82,56,75,59,68,66,61,58,70,85,41,54,82,77,63,33,34,26,18,52,42,10,14,13,14,7
Gary Medel,Chile,5,CDM,82,171,71,1,29,0,2,4,2,74,68,78,82,84,89,80,58,86,72,78,55,78,76,77,76,88,78,92,78,92,68,65,31,59,35,45,62,61,6,14,9,7,6
Idrissa Gueye,Senegal,5,CDM,82,174,72,1,27,1,2,3,2,79,75,78,82,84,80,81,67,85,72,80,60,80,76,80,77,88,76,83,75,85,69,80,50,67,33,43,54,32,12,8,8,6,13
VÃ­ctor RuÃ­z,Spain,2,CB,82,185,78,0,28,1,1,2,2,71,53,83,85,84,82,77,39,83,56,66,54,75,70,57,62,75,85,58,56,78,77,59,37,38,67,46,46,39,6,12,6,8,14
Ricardo RodrÃ­guez,Switzerland,1,LB,82,180,77,0,24,2,1,3,3,80,78,78,84,81,79,82,68,82,74,81,88,80,80,73,74,76,73,73,75,75,68,78,59,72,82,84,83,67,14,14,14,13,11
Xherdan Shaqiri,Switzerland,6,RM,82,169,72,0,25,2,1,4,4,83,84,51,53,52,64,79,77,65,79,79,74,80,75,89,84,78,73,94,87,63,37,84,74,78,82,78,65,76,11,13,12,12,11
Ciro Immobile,Italy,9,ST,82,185,85,1,27,2,1,3,3,79,77,31,32,33,77,85,86,40,59,81,55,70,49,79,85,73,76,63,77,78,75,86,86,76,70,51,76,81,12,6,15,8,6
Nathaniel Clyne,England,3,RB,82,175,67,1,25,2,1,3,3,75,77,81,86,83,76,75,72,77,64,75,80,76,67,86,86,87,71,76,84,67,66,74,54,69,64,39,46,45,15,10,13,11,7
Iborra,Spain,5,CDM,82,195,88,1,29,1,1,4,2,80,67,85,75,84,78,75,82,85,74,73,53,81,82,54,54,79,88,38,54,68,81,85,72,64,66,70,72,66,15,14,6,11,8
Jack Wilshere,England,5,CM,82,172,68,0,25,1,1,2,3,84,84,61,65,63,83,80,80,61,85,80,73,84,83,78,73,82,66,87,83,67,58,75,64,73,80,72,65,64,9,6,15,15,11
Shinji Kagawa,Japan,5,CAM,82,172,64,1,28,1,1,4,4,84,87,30,27,24,30,81,80,56,80,81,60,84,73,83,66,80,39,92,92,66,44,47,76,55,74,63,78,75,9,11,8,9,13
Kevin Trapp,Germany,0,GK,82,189,88,1,26,1,1,4,1,24,10,10,10,14,30,79,12,22,45,48,13,25,12,45,52,45,73,37,42,75,11,22,13,13,14,12,17,12,80,83,79,79,84
Taison,Brazil,4,LM,82,172,64,1,29,1,1,3,4,85,87,38,40,53,56,79,74,49,79,75,73,77,75,93,91,70,62,83,89,62,58,83,76,83,52,73,72,82,15,7,11,7,13
Kyle Walker,England,3,RB,82,183,83,1,26,2,1,2,2,75,75,79,84,81,78,77,66,75,69,75,79,74,67,87,93,90,77,73,70,83,74,86,51,68,76,71,63,57,15,12,16,6,8
Marlos,Brazil,6,RM,82,174,69,0,28,1,1,3,5,88,87,45,42,49,58,77,77,51,78,84,76,81,73,85,82,80,62,84,92,68,53,76,76,78,80,71,74,66,8,6,13,13,9
Luiz Gustavo,Brazil,5,CDM,82,187,80,0,29,1,2,3,2,73,69,78,87,87,88,80,51,84,69,72,61,77,75,68,67,81,80,62,66,75,75,80,46,71,42,45,58,54,12,10,11,6,13
Giuliano,Brazil,5,CAM,82,172,68,1,26,2,1,3,4,82,84,47,38,43,71,81,79,42,81,82,74,79,75,83,79,74,72,85,85,61,59,79,78,77,68,69,75,66,9,16,13,11,8
Gylfi SigurÃ°sson,Iceland,5,CAM,82,186,77,1,27,2,1,3,3,82,78,55,57,58,57,77,80,37,84,80,82,83,77,67,69,83,67,62,72,70,60,82,81,83,86,88,80,75,15,13,10,8,12
Yacine Brahimi,Algeria,7,LW,82,175,66,1,27,1,1,3,4,84,89,24,25,36,46,80,76,38,78,86,76,77,70,86,75,75,50,87,93,72,46,69,75,74,83,78,75,73,7,13,12,16,7
Marko ArnautoviÄ‡,Austria,4,LM,82,192,83,1,27,1,1,4,4,85,84,47,30,57,73,73,79,46,80,77,83,79,68,78,78,79,85,57,76,68,72,78,75,71,79,74,78,79,10,14,10,15,15
Jordan Henderson,England,5,CDM,82,182,67,1,26,2,2,3,3,80,74,73,76,80,80,79,74,79,82,78,81,85,83,76,73,93,76,71,74,81,65,75,67,71,80,74,64,72,9,7,7,13,13
Orestis Karnezis,Greece,0,GK,82,190,79,1,31,1,1,3,1,23,15,13,24,15,18,78,10,23,47,22,19,22,36,44,34,33,66,49,45,64,24,22,23,23,11,11,21,14,80,80,70,83,84
Mamadou Sakho,France,2,CB,81,187,83,0,27,1,2,2,2,61,50,78,81,84,85,72,32,81,49,73,60,75,66,55,68,72,90,55,61,82,71,51,23,38,50,30,40,20,7,14,9,12,8
Adil Rami,France,2,CB,82,190,88,1,31,1,2,3,2,64,53,81,78,84,83,75,24,84,22,75,28,66,68,54,63,63,90,50,57,76,79,83,45,58,43,55,48,45,5,5,5,3,3
Fernando NÃ©stor Muslera,Uruguay,0,GK,82,190,84,1,30,1,1,2,1,23,25,17,16,16,32,78,13,23,58,63,15,44,47,60,62,45,68,62,68,84,12,25,10,10,14,10,24,10,83,81,75,75,85
Vedran Ä†orluka,Croatia,2,CB,82,192,84,1,31,2,1,3,3,73,65,83,82,83,81,77,45,77,60,78,68,70,72,49,65,80,84,46,57,80,83,64,47,53,69,60,49,38,14,15,12,9,6
Edin DÅ¾eko,Bosnia Herzegovina,9,ST,82,193,84,1,31,1,1,4,2,79,75,11,16,28,51,78,87,50,70,76,63,72,59,68,65,72,82,42,58,66,80,86,86,69,65,54,70,75,15,9,13,11,15
SÃ©amus Coleman,Republic of Ireland,3,RB,82,177,77,1,28,2,2,3,3,77,78,83,84,84,78,81,76,77,70,76,81,77,70,79,79,90,73,74,77,72,67,75,65,68,42,35,60,64,13,5,10,15,7
Javier HernÃ¡ndez,Mexico,9,ST,82,175,73,1,28,1,0,3,3,79,76,22,25,29,59,82,88,26,72,81,62,70,55,86,79,75,58,84,81,85,82,76,87,69,67,52,76,79,12,14,9,12,11
BeÃ±at,Spain,5,CM,82,175,72,1,30,1,1,3,2,80,73,59,65,76,79,80,78,70,84,73,81,85,86,65,55,80,70,74,70,59,47,87,69,81,83,84,69,61,6,16,14,10,13
Lars Bender,Germany,5,CDM,82,185,80,1,27,2,2,3,2,75,72,76,82,85,78,82,69,87,76,83,69,79,74,66,69,88,76,66,65,77,78,74,59,71,49,47,52,57,12,12,7,6,7
Axel Witsel,Belgium,5,CM,82,186,73,1,28,1,1,3,4,85,83,69,71,73,78,81,75,80,78,86,69,83,78,67,74,85,79,60,82,72,77,78,71,74,69,68,81,67,10,5,7,7,7
Morgan Schneiderlin,France,5,CDM,82,185,75,1,27,1,2,3,2,79,75,76,80,82,84,81,67,84,73,81,65,83,79,69,66,90,77,71,73,72,71,71,64,56,68,61,56,56,14,6,12,11,7
Kevin Mirallas,Belgium,4,LM,82,182,70,1,29,2,1,4,4,85,84,40,53,55,58,76,80,35,67,74,82,80,77,87,86,76,61,74,83,73,64,77,78,76,77,76,75,76,13,8,14,10,15
Carlos Vela,Mexico,8,RW,82,177,75,0,28,2,0,2,4,81,82,12,14,22,57,77,80,37,79,79,78,79,63,87,83,70,68,79,86,69,64,73,79,78,80,71,72,84,13,8,8,14,10
